,article_name,country,revision_id,article_quality,population
8577,Augusto Ulloa y Castañón,spain,718902655.0,Stub,46700000
8578,Claudio Antón de Luzuriaga,spain,718902690.0,Stub,46700000
8579,José Muro y López-Salgado,spain,718992952.0,Stub,46700000
8580,Eleuterio Maisonnave y Cutayar,spain,718992989.0,Stub,46700000
8581,Santiago Soler y Pla,spain,718993091.0,Stub,46700000
8582,Pedro Folc de Cardona,spain,719131687.0,Start,46700000
8583,Josep Mestres i Miquel,spain,719870413.0,Stub,46700000
8584,Marquisate of Samaranch,spain,719900981.0,Stub,46700000
8585,Ramon de la Sota,spain,720450107.0,Start,46700000
8586,Antonio María Martínez,spain,720595760.0,Start,46700000
8587,Fernando Cos-Gayón,spain,720797473.0,Stub,46700000
8588,Graciano Atienza Fernández,spain,720853085.0,Stub,46700000
8589,Javier Pradera,spain,720857191.0,Start,46700000
8590,Eleazar Huerta Valcárcel,spain,720891775.0,Stub,46700000
8591,Constantino Salinas,spain,720924221.0,Stub,46700000
8592,Josep Maria Socías,spain,721430046.0,Stub,46700000
8593,Guillermo Morphy,spain,722241363.0,Start,46700000
8594,Enric Masó i Vázquez,spain,722634986.0,Stub,46700000
8595,Pedro Santorromán,spain,722994572.0,Stub,46700000
8596,Luis Martínez Noval,spain,723007323.0,Stub,46700000
8597,Josep Maria Corredor i Pomés,spain,723018230.0,Start,46700000
8598,Baldomero Fernández Ladreda,spain,723679487.0,Stub,46700000
8599,Heriberto Araújo,spain,723790737.0,Stub,46700000
8600,Juan Pablo Cardenal,spain,723790749.0,Stub,46700000
8601,Miguel Romero (activist),spain,724057930.0,Stub,46700000
8602,Albert Manent,spain,724353673.0,Stub,46700000
8603,"Francisco de Borja Queipo de Llano, 8th Count of Toreno",spain,724695388.0,Start,46700000
8604,Alonso de Escobar y Cáceres,spain,725226274.0,Stub,46700000
8605,Leonardo Gribeo,spain,725228850.0,Stub,46700000
8606,Tomás Gómez Franco,spain,725251757.0,Stub,46700000
8607,José Ángel Cuerda,spain,725329868.0,Start,46700000
8608,Pedro Gómez de Don Benito,spain,725341055.0,Start,46700000
8609,Jaime Blanco García,spain,725504701.0,Stub,46700000
8610,José Manuel Aguirre Miramón,spain,727346043.0,Stub,46700000
8611,Fernando Talaverano Gallegos,spain,727418855.0,Stub,46700000
8612,Pedro de Herrera,spain,727573664.0,Stub,46700000
8613,"Mariano Roca de Togores, 1st Marquis of Molins",spain,729070660.0,Stub,46700000
8614,José Ignacio Ceniceros,spain,729436228.0,Stub,46700000
8615,Carmen Calleja,spain,729793880.0,Stub,46700000
8616,Manuel Argüelles Argüelles,spain,729812171.0,Stub,46700000
8617,Joaquín Abarca,spain,729999103.0,Stub,46700000
8618,Diego Thomas de Santuchos,spain,730600018.0,Stub,46700000
8619,Juan Jesús Vivas,spain,730692172.0,Stub,46700000
8620,Enrique Palacios Hernández,spain,730694376.0,Stub,46700000
8621,Pedro Sánchez Rendón,spain,730969174.0,Stub,46700000
8622,Melchor de Navarrete,spain,731071632.0,C,46700000
8623,Jordi Miralles,spain,731788969.0,Stub,46700000
8624,Juan de la Jaraquemada,spain,732190131.0,Stub,46700000
8625,Alonso de Escobar,spain,732437615.0,Stub,46700000
8626,Diego Pérez Moreno,spain,732437774.0,Stub,46700000
8627,Ángela Bachiller,spain,734972535.0,Start,46700000
8628,Mateo Cañellas,spain,735550015.0,Stub,46700000
8629,Rosa Posada,spain,735981338.0,Stub,46700000
8630,Ramón Álvarez Valdés,spain,736555491.0,Stub,46700000
8631,List of viceroys of Aragon,spain,737653031.0,Start,46700000
8632,Eduardo Asquerino,spain,737914746.0,Stub,46700000
8633,"Manuel de Mariátegui, 1st Count of San Bernardo",spain,738176334.0,Stub,46700000
8634,"Pedro Fernández de Velasco, 2nd Count of Haro",spain,738605889.0,Stub,46700000
8635,Miguel Laparra,spain,738687775.0,Stub,46700000
8636,Eusebio Sánchez Pareja,spain,738704695.0,Stub,46700000
8637,Heribert Barrera,spain,738765577.0,Stub,46700000
8638,Francesc de Paula Burguera,spain,738846456.0,Stub,46700000
8639,Narciso García-Loygorri,spain,740177650.0,Stub,46700000
8640,Gaspar de Borja y Velasco,spain,740285239.0,C,46700000
8641,Bartolome de Osuna,spain,740573030.0,Stub,46700000
8642,Kiko Argüello,spain,740592107.0,C,46700000
8643,Diego de Egües y Beaumont,spain,740685612.0,Start,46700000
8644,Ramón Rubial,spain,740862464.0,Stub,46700000
8645,Víctor Lecumberri,spain,740862597.0,Stub,46700000
8646,Santiago Brouard,spain,740863220.0,Start,46700000
8647,Andoni Ortuzar,spain,740863444.0,Stub,46700000
8648,José Luis de Arrese,spain,740863625.0,B,46700000
8649,Ibon Areso,spain,740863636.0,Stub,46700000
8650,Iñaki Antigüedad,spain,740863643.0,Stub,46700000
8651,Alberto Alcocer y Ribacoba,spain,740863658.0,Stub,46700000
8652,Ruy de Sosa,spain,741037525.0,Stub,46700000
8653,Mustafa Aberchán,spain,741080300.0,Stub,46700000
8654,Urania Mella Serrano,spain,741498280.0,Stub,46700000
8655,Antoni Siurana,spain,742055701.0,Stub,46700000
8656,Anton Roberto,spain,742185111.0,Stub,46700000
8657,Matías Alonso Ruiz,spain,742486579.0,Stub,46700000
8658,Enric Garriga i Trullols,spain,742618230.0,Start,46700000
8659,Simón González de Acosta,spain,743223673.0,Stub,46700000
8660,Vicente Uribe,spain,743313689.0,GA,46700000
8661,Francisco de Santillán y Argote,spain,743769815.0,Start,46700000
8662,Ramiriáñez Bravo de Saravia,spain,743771342.0,Start,46700000
8663,Juan Luis de Camarena,spain,743811136.0,Stub,46700000
8664,Vicente Álvarez Areces,spain,743857973.0,Stub,46700000
8665,García Rodrígues,spain,743907565.0,Stub,46700000
8666,Bartolomé González de Villaverde,spain,744272445.0,Start,46700000
8667,Pedro Menéndez Márquez,spain,744586855.0,GA,46700000
8668,Jesús Larrañaga,spain,744926509.0,C,46700000
8669,Joan Comorera,spain,744926893.0,GA,46700000
8670,Pedro de Olivera y Fullana,spain,745106627.0,Start,46700000
8671,Jesús Aparicio-Bernal Sánchez,spain,745632728.0,Start,46700000
8672,Miguel Castaño,spain,745804975.0,Stub,46700000
8673,Maximo de Meana y Guridi,spain,745949135.0,Stub,46700000
8674,Juan Luis Beigbeder y Atienza,spain,745949895.0,Start,46700000
8675,Manuel Bermúdez de Castro y Díez,spain,745950582.0,Stub,46700000
8676,Tomás Menéndez Márquez,spain,746269180.0,C,46700000
8677,Hernando de Manrique de Rojas,spain,746578994.0,Stub,46700000
8678,Juan Menéndez Márquez,spain,746592247.0,C,46700000
8679,Joaquín Fernández Prida,spain,746730575.0,Stub,46700000
8680,Onésimo Redondo,spain,747084117.0,C,46700000
8681,Gabriel Maura,spain,747441671.0,Stub,46700000
8682,Fernando Claudín,spain,747482388.0,Start,46700000
8683,Guillermo Fernández Vara,spain,747601671.0,Stub,46700000
8684,Alberto Ullastres,spain,747810254.0,Stub,46700000
8685,Diego Gutiérrez de Humanes,spain,748041161.0,Stub,46700000
8686,Francisco de Freytas,spain,748058512.0,Stub,46700000
8687,Juan Treviño de Guillamas,spain,748591378.0,Stub,46700000
8688,Manuel de Aróstegui Sáenz de Olamendi,spain,749356888.0,Stub,46700000
8689,Manuel Orallo,spain,749379214.0,Stub,46700000
8690,Carme Figueras,spain,749706707.0,Stub,46700000
8691,Manuel Jiménez de Parga,spain,749998773.0,Stub,46700000
8692,Luis Méndez de Haro,spain,750684449.0,Start,46700000
8693,Pedro de la Roca de Borja,spain,751303963.0,Stub,46700000
8694,Jon Manteca,spain,752440144.0,Start,46700000
8695,Daniel Sirera,spain,753294800.0,Stub,46700000
8696,Francisco de la Guerra y de la Vega,spain,753445587.0,C,46700000
8697,Juan Joseph de Erquicia,spain,754136057.0,Start,46700000
8698,Joan Ribó,spain,754698923.0,Start,46700000
8699,Pedro del Barrio Junco y Espriella,spain,754804989.0,C,46700000
8700,Antonio de Benavides,spain,755845530.0,GA,46700000
8701,Pilar Zabala Artano,spain,756306982.0,Start,46700000
8702,Enma Iranzo Martín,spain,756486858.0,Start,46700000
8703,José Luis Albareda y Sezde,spain,756600813.0,Start,46700000
8704,Demetrio Alonso Castrillo,spain,756600819.0,Stub,46700000
8705,Juan Alvarado y del Saz,spain,756600827.0,Stub,46700000
8706,Diego Arias de Miranda,spain,756600835.0,Start,46700000
8707,Pascual Amat y Esteve,spain,756601201.0,Stub,46700000
8708,Alonso Luján de Medina,spain,757017956.0,Stub,46700000
8709,Teófila Martínez,spain,757269661.0,Stub,46700000
8710,Pedro L. Marín,spain,757280331.0,Start,46700000
8711,Juan Navarro-Reverter,spain,757443215.0,Stub,46700000
8712,"Emilio Alcalá-Galiano, 4th Count of Casa Valencia",spain,757443912.0,Stub,46700000
8713,"Fernando Calderón de la Barca, 1st Marquis of Reinosa",spain,757443935.0,Stub,46700000
8714,Servando Ruiz-Gómez y González-Llanos,spain,757443957.0,Stub,46700000
8715,Francisco Bergamín y García,spain,757444106.0,Stub,46700000
8716,Laureano López Rodó,spain,757444324.0,Stub,46700000
8717,Pedro Cortina y Mauri,spain,757444349.0,Start,46700000
8718,Antonio de los Ríos Rosas,spain,757444464.0,Stub,46700000
8719,José Álvarez de Toledo y Acuña,spain,757565440.0,Stub,46700000
8720,Manuel Bertrán de Lis y Ribes,spain,757565442.0,Stub,46700000
8721,"Leopoldo Augusto de Cueto, 1st Marquis of Valmar",spain,757565444.0,Stub,46700000
8722,Isidro de Alaix Fábregas,spain,757565445.0,Start,46700000
8723,Alejandro Llorente y Lannas,spain,757565447.0,Stub,46700000
8724,Ángel Calderón de la Barca y Belgrano,spain,757565451.0,Stub,46700000
8725,Luis Mayans y Enríquez de Navarra,spain,757565465.0,Stub,46700000
8726,Luis López de la Torre Ayllón y Kirsmacker,spain,757565466.0,Stub,46700000
8727,"Serafín María de Sotto, 3rd Count of Clonard",spain,757565469.0,Stub,46700000
8728,Ramón Bengaray Zabalza,spain,757945463.0,Stub,46700000
8729,José Ramón García Antón,spain,757965319.0,Start,46700000
8730,Gregorio López-Bravo y Castro,spain,758494589.0,Stub,46700000
8731,List of Governors in the Viceroyalty of the Río de la Plata,spain,758622769.0,Start,46700000
8732,Governor of Montevideo,spain,758622822.0,Start,46700000
8733,Max Cahner,spain,759147565.0,Start,46700000
8734,Jaume Collboni,spain,759148584.0,Start,46700000
8735,Juan Astigarrabía,spain,759285770.0,GA,46700000
8736,Gerardo Pisarello,spain,759384690.0,Stub,46700000
8737,Mateo Gil (conquistador),spain,759739810.0,Stub,46700000
8738,Rafael Ribó,spain,760190108.0,Stub,46700000
8739,Javier Fernández (politician),spain,761023103.0,Stub,46700000
8740,Antonio Sedeño,spain,761087542.0,Start,46700000
8741,Idoia Mendia,spain,761714342.0,Stub,46700000
8742,Jordi Arquer,spain,762026056.0,Start,46700000
8743,Fidel Villarroel,spain,763049548.0,C,46700000
8744,Francisco del Moral y Sánchez,spain,763068557.0,Start,46700000
8745,Clara Campoamor,spain,763135195.0,C,46700000
8746,Alberto Aguilera,spain,763330071.0,Start,46700000
8747,Pablo de Olavide,spain,764543907.0,Start,46700000
8748,Lucía Figar,spain,764882422.0,Stub,46700000
8749,Francisco Tadeo Calomarde y Arría,spain,765437787.0,Start,46700000
8750,José Bono Martínez,spain,766030635.0,Start,46700000
8751,Juan Espadas,spain,766267888.0,Stub,46700000
8752,Alejandro de Castro y Casal,spain,766479090.0,Stub,46700000
8753,Xosé Quiroga Suárez,spain,767128764.0,Stub,46700000
8754,"Iñigo López de Mendoza, Lord of Llodio",spain,767246494.0,Stub,46700000
8755,Rodrigo Alfonso de León,spain,767247737.0,Stub,46700000
8756,Rodrigo Núñez de Guzmán,spain,767249102.0,Stub,46700000
8757,Fernán Gutiérrez de Castro,spain,767249440.0,Stub,46700000
8758,"Pedro José Pidal, 1st Marquis of Pidal",spain,767285221.0,Stub,46700000
8759,Antonio Goicoechea,spain,767285805.0,Start,46700000
8760,François Cabarrus,spain,767328358.0,Start,46700000
8761,Alejandra Silva,spain,767375019.0,Start,46700000
8762,Juan José de Vértiz y Salcedo,spain,767687129.0,Start,46700000
8763,Faustino Rodríguez-San Pedro y Díaz-Argüelles,spain,767772147.0,Stub,46700000
8764,Alejandro Groizard y Gómez de la Serna,spain,767773505.0,Stub,46700000
8765,Agustín Argüelles,spain,768087622.0,Start,46700000
8766,Francisco de Paredes,spain,768402128.0,Stub,46700000
8767,Pedro Bernáldez de Sahagún,spain,768469806.0,Stub,46700000
8768,"Domingo Dulce, 1st Marquis of Castell-Florite",spain,768515186.0,Start,46700000
8769,Mateo González Manrique,spain,768846410.0,GA,46700000
8770,"Pedro Henriquez de Acevedo, Count of Fuentes",spain,770222827.0,Start,46700000
8771,Diego Rodriguez de Valdés,spain,770393559.0,Stub,46700000
8772,Juan José Pujana,spain,770474241.0,Stub,46700000
8773,Jesús Eguiguren,spain,770497988.0,Stub,46700000
8774,Diego Clemencín,spain,770893383.0,Stub,46700000
8775,Antonio Ros de Olano,spain,770933618.0,Stub,46700000
8776,Juan Joseph de Iramain,spain,770988943.0,Start,46700000
8777,Manuel Acero,spain,771163630.0,Stub,46700000
8778,Eugenio Vegas Latapie,spain,771247839.0,B,46700000
8779,Germán Gamazo,spain,771281720.0,Stub,46700000
8780,Manuel Prado y Colón de Carvajal,spain,771858558.0,Start,46700000
8781,Antonio de Ulloa,spain,772278194.0,C,46700000
8782,Gil Álvarez Carrillo de Albornoz,spain,772480056.0,C,46700000
8783,Francisco de Córcoles y Martínez,spain,773162928.0,C,46700000
8784,Francisco Aparicio y Ruiz,spain,773929695.0,Stub,46700000
8785,"Zenón de Somodevilla, 1st Marqués de la Ensenada",spain,774997587.0,C,46700000
8786,Eduardo O'Gorman,spain,775974956.0,Start,46700000
8787,Joaquín Chapaprieta,spain,776027108.0,Stub,46700000
8788,Ricardo Samper,spain,776027115.0,Start,46700000
8789,Manuel Allendesalazar y Muñoz de Salazar,spain,776027472.0,Stub,46700000
8790,Francisco Silvela,spain,776027694.0,Stub,46700000
8791,José Posada Herrera,spain,776027717.0,Stub,46700000
8792,Emiliano García-Page,spain,776399074.0,Stub,46700000
8793,"Diego Dávila Mesía y Guzmán, 3rd Marquis of Leganés",spain,776679120.0,Start,46700000
8794,Juan Donoso Cortés,spain,776751637.0,C,46700000
8795,List of viceroys of Sardinia,spain,777295476.0,B,46700000
8796,Vicente Sancho y Cobertores,spain,777386420.0,Stub,46700000
8797,Joaquín Francisco Pacheco y Gutiérrez-Calderón,spain,777386738.0,Stub,46700000
8798,Eusebio Bardají y Azara,spain,777386911.0,Stub,46700000
8799,José María Calatrava y Peinado,spain,777386925.0,Stub,46700000
8800,Joaquín María de Ferrer y Cafranga,spain,777386935.0,Stub,46700000
8801,"Antonio González, 1st Marquis of Valdeterrazo",spain,777386938.0,Stub,46700000
8802,Evaristo Pérez de Castro y Brito,spain,777386948.0,Stub,46700000
8803,"Narciso Fernández de Heredia, 2nd Count of Heredia-Spínola",spain,777386963.0,Start,46700000
8804,Salustiano de Olózaga y Almandoz,spain,777387022.0,Stub,46700000
8805,Francisco Javier de Istúriz y Montero,spain,777387039.0,Stub,46700000
8806,Jordi Hereu,spain,777439651.0,Stub,46700000
8807,Jordi Portabella,spain,777440071.0,Stub,46700000
8808,José Alarcón (politician),spain,777592282.0,Stub,46700000
8809,José Perelló Torrens,spain,777617002.0,C,46700000
8810,Juan Fageda,spain,777673461.0,Stub,46700000
8811,Juan José Güemes,spain,777680006.0,Stub,46700000
8812,Juan José Ibarretxe,spain,777680037.0,Start,46700000
8813,Manuel Basavilbaso Urtubia,spain,777945476.0,C,46700000
8814,List of viceroys of Valencia,spain,778133591.0,Start,46700000
8815,Juan Procopio Bassecourt y Bryas,spain,778366921.0,Start,46700000
8816,Bartolomé Jaimes,spain,778440179.0,C,46700000
8817,Juan Escoiquiz,spain,778524681.0,Start,46700000
8818,Txabi Etxebarrieta,spain,778868085.0,Stub,46700000
8819,Rafael Andrade Navarrete,spain,779080994.0,Stub,46700000
8820,Juan José Imbroda,spain,779551942.0,Stub,46700000
8821,Eduardo Alonso Colmenares,spain,779738316.0,Start,46700000
8822,Antonio Barroso y Sánchez-Guerra,spain,780530100.0,Stub,46700000
8823,Javier Ybarra Bergé,spain,780899481.0,Start,46700000
8824,Álvaro de Luna,spain,781028855.0,C,46700000
8825,Gonzalo de Salazar,spain,781190846.0,Start,46700000
8826,Pedro Almíndez Chirino,spain,781191659.0,Stub,46700000
8827,Juan Ortiz de Matienzo,spain,781195108.0,Start,46700000
8828,Rodrigo de Albornoz,spain,781196580.0,Start,46700000
8829,José de Carvajal y Hué,spain,781411161.0,Stub,46700000
8830,"Pedro Messía de la Cerda, 2nd Marquis of Vega de Armijo",spain,781414938.0,C,46700000
8831,"Juan Francisco Ruiz de Gaona y Portocarrero, Conde de Valdeparaíso",spain,781489720.0,Stub,46700000
8832,José Ramón Basavilbaso,spain,781823580.0,Start,46700000
8833,Antonio Alcalá Galiano,spain,782161277.0,Start,46700000
8834,Francesc de Tamarit,spain,782202304.0,Stub,46700000
8835,Martín de Álzaga,spain,782236986.0,Start,46700000
8836,Narciso Marull,spain,782288073.0,Start,46700000
8837,Juan Sempere y Guarinos,spain,782422434.0,Stub,46700000
8838,Víctor Alba,spain,782426555.0,Start,46700000
8839,Florentino Álvarez Mesa,spain,782426558.0,Stub,46700000
8840,Adolfo de Urquijo e Ibarra,spain,782426602.0,Stub,46700000
8841,Luis Arráez Martínez,spain,782509771.0,Stub,46700000
8842,Antonio Arrúe Zarauz,spain,782511345.0,FA,46700000
8843,Bernardino Verdún de Villayzán,spain,782758921.0,Stub,46700000
8844,Miguel Ricardo de Álava y Esquivel,spain,782827595.0,C,46700000
8845,Juan Palarea y Blanes,spain,782926095.0,Start,46700000
8846,Alonso Mercado y Villacorta,spain,783012649.0,Start,46700000
8847,Manuel Broseta,spain,783054750.0,C,46700000
8848,Francisco Cajigal de la Vega,spain,783117889.0,Start,46700000
8849,"Diego Carrillo de Mendoza, 1st Marquis of Gelves",spain,783177694.0,Start,46700000
8850,Manuela Trasobares,spain,783287070.0,Stub,46700000
8851,Jorge Cortell,spain,783605340.0,C,46700000
8852,Beatriz de la Cueva,spain,783634233.0,B,46700000
8853,Bonaventura Carles Aribau,spain,783694683.0,Stub,46700000
8854,Antonio Cabral de Melo,spain,783763497.0,Start,46700000
8855,Miguel de Riglos Bástida,spain,783768110.0,Start,46700000
8856,Benito Ruíz de Salazar Vallecilla,spain,783844079.0,Start,46700000
8857,Guillermo Ross,spain,784012392.0,Start,46700000
8858,Francisco de Merlo,spain,784035404.0,Start,46700000
8859,Ñuño Fernández Lobo,spain,784040042.0,Stub,46700000
8860,Jaume Matas,spain,784100075.0,Stub,46700000
8861,José Díez de la Cortina y Olaeta,spain,784129251.0,FA,46700000
8862,Gregorio Ramos Mexía,spain,784218039.0,Start,46700000
8863,Esteban Rodríguez Miró,spain,784332282.0,GA,46700000
8864,León Ortiz de Rozas,spain,784394850.0,Start,46700000
8865,Graciano Antuña,spain,784420637.0,Stub,46700000
8866,Alonso de Estrada,spain,784454344.0,C,46700000
8867,Gabriel von Salamanca-Ortenburg,spain,784647481.0,Start,46700000
8868,Jesús Gil,spain,784692076.0,C,46700000
8869,Francisco de Garay,spain,784737016.0,Start,46700000
8870,Francisco López Osornio,spain,784775356.0,Start,46700000
8871,Pedro de Luján,spain,784983706.0,Start,46700000
8872,Alonso de Arce y Soria,spain,785039352.0,Stub,46700000
8873,Pedro de Roxas y Acevedo,spain,785169353.0,Start,46700000
8874,José Antonio González Caviedes,spain,785248141.0,Stub,46700000
8875,"Miguel de la Grúa Talamanca, 1st Marquis of Branciforte",spain,785290686.0,Start,46700000
8876,Alonso Muñoz de Gadea,spain,785357805.0,Start,46700000
8877,Cristóbal Cabral,spain,785549508.0,Start,46700000
8878,Luis de Unzaga,spain,785720920.0,Start,46700000
8879,Lola Iturbe,spain,786124537.0,Start,46700000
8880,Antonio Iturmendi Bañales,spain,786124596.0,B,46700000
8881,Carla Antonelli,spain,786136774.0,Start,46700000
8882,Juan de Amézquita,spain,786407489.0,C,46700000
8883,List of Spanish governors of New Mexico,spain,786673755.0,Start,46700000
8884,Juan Gil Zambrano,spain,786700717.0,Stub,46700000
8885,Manuel Portela Valladares,spain,786734139.0,Stub,46700000
8886,Toribio de Peñalva,spain,786875883.0,Start,46700000
8887,"Amador Báez de Alpoim, General",spain,786878998.0,C,46700000
8888,Juan de Garay y Becerra,spain,787144429.0,Stub,46700000
8889,Josep Lluís i Facerias,spain,787201039.0,Start,46700000
8890,Martín Suárez de Toledo,spain,787224909.0,Stub,46700000
8891,"Juan de Mendoza, 3rd Marquis of Montesclaros",spain,787306014.0,Start,46700000
8892,Margarita Nelken,spain,787351378.0,C,46700000
8893,Mercedes Odina,spain,787384412.0,Start,46700000
8894,Francisco Novella Azabal Pérez y Sicardo,spain,787386341.0,Start,46700000
8895,José María de Oriol y Urquijo,spain,787442193.0,FA,46700000
8896,Diego Osorio de Escobar y Llamas,spain,787454270.0,Start,46700000
8897,"Rodrigo Pacheco, 3rd Marquis of Cerralvo",spain,787457042.0,Start,46700000
8898,Otilio Alba Polo,spain,787460169.0,Stub,46700000
8899,Juan Manuel de la Peña Bonifaz,spain,787504595.0,Start,46700000
8900,Luis de Requesens y Relat,spain,787738679.0,Start,46700000
