,page,country,rev_id,rev_ids,ratings,Geography,Population mid-2018 (millions)
38861,Robert Llewellyn Bradshaw,saint kitts and nevis,796076948.0,796076948.0,C,,
38862,Simeon Daniel,saint kitts and nevis,797053483.0,797053483.0,Start,,
38863,List of Prime Ministers of Saint Kitts and Nevis,saint kitts and nevis,797760842.0,797760842.0,Start,,
38864,Kennedy Simmonds,saint kitts and nevis,798766032.0,798766032.0,Stub,,
38865,Timothy Harris,saint kitts and nevis,799339256.0,799339256.0,Start,,
38866,Ouboutou Tegremante,saint kitts and nevis,799930780.0,799930780.0,Stub,,
38867,Eustace John,saint kitts and nevis,802273418.0,802273418.0,Stub,,
38868,Denzil Douglas,saint kitts and nevis,804081241.0,804081241.0,Start,,
38869,Governor-General of Saint Kitts and Nevis,saint kitts and nevis,804862608.0,804862608.0,Start,,
38870,Cuthbert Sebastian,saint kitts and nevis,804942241.0,804942241.0,Start,,
40302,Zaur Avidzba,abkhazia,694519009.0,694519009.0,Start,,
40303,Zaur Ardzinba,abkhazia,704938340.0,704938340.0,Start,,
40304,Zurab Achba,abkhazia,721094337.0,721094337.0,Stub,,
40305,Shota Shamatava,abkhazia,723736482.0,723736482.0,Stub,,
40306,Sumbat Saakian,abkhazia,755193428.0,755193428.0,Stub,,
40307,Zakan Jugelia,abkhazia,786203824.0,786203824.0,Start,,
40308,Raul Eshba,abkhazia,789039267.0,789039267.0,Stub,,
40309,Bagrat Shinkuba,abkhazia,789818648.0,789818648.0,Start,,
40310,Samson Chanba,abkhazia,789818730.0,789818730.0,Start,,
40311,Efrem Eshba,abkhazia,798644673.0,798644673.0,Stub,,
40312,Garri Aiba,abkhazia,799618550.0,799618550.0,Start,,
40313,Zhiuli Shartava,abkhazia,802029007.0,802029007.0,Start,,
40314,Yuri Voronov,abkhazia,803018106.0,803018106.0,Stub,,
40315,Gennadi Berulava,abkhazia,805063877.0,805063877.0,Stub,,
40316,Guram Gabiskiria,abkhazia,805775169.0,805775169.0,Start,,
40317,Nestor Lakoba,abkhazia,805967589.0,805967589.0,GA,,
42883,Young Vivian,niuean,703037968.0,703037968.0,Start,,
42884,Robert Rex,niuean,763768679.0,763768679.0,Start,,
42885,Atapana Siakimotu,niuean,766068997.0,766068997.0,Stub,,
42886,Ahohiva Levi,niuean,766068998.0,766068998.0,Stub,,
42887,Bill Vakaafi Motufoou,niuean,766069253.0,766069253.0,Stub,,
42888,Pokotoa Sipeli,niuean,766069256.0,766069256.0,Stub,,
42889,Terry Coe,niuean,766069372.0,766069372.0,Stub,,
42890,Togiavalu Pihigia,niuean,766069407.0,766069407.0,Stub,,
42891,Hima Douglas,niuean,766069520.0,766069520.0,Stub,,
42892,Dalton Tagelagi,niuean,766069576.0,766069576.0,Stub,,
42893,Michael Jackson (journalist),niuean,770018880.0,770018880.0,Start,,
42894,Enetama Lipitoa,niuean,771152922.0,771152922.0,Stub,,
42895,Sani Lakatani,niuean,775947817.0,775947817.0,Stub,,
42896,O'Love Jacobsen,niuean,779369629.0,779369629.0,C,,
42897,Sisilia Talagi,niuean,779369671.0,779369671.0,Stub,,
42898,Salilo Tongia,niuean,779369724.0,779369724.0,Stub,,
42899,Va'aiga Tukuitonga,niuean,779369750.0,779369750.0,Stub,,
42900,Togia Sioneholo,niuean,796747380.0,796747380.0,Stub,,
42901,Premier of Niue,niuean,797757076.0,797757076.0,Start,,
42902,Toke Talagi,niuean,803392432.0,803392432.0,C,,
42903,Frank Lui,niuean,804027488.0,804027488.0,Start,,
42904,Joan Viliamu,niuean,806666816.0,806666816.0,Stub,,
43052,Noel Ahipeaud,ivorian,703133769.0,703133769.0,Stub,,
43053,Tuo Fozié,ivorian,708711840.0,708711840.0,Start,,
43054,Léon Emmanuel Monnet,ivorian,710585105.0,710585105.0,Stub,,
43055,Pierre Djédji Amondji,ivorian,713176326.0,713176326.0,Stub,,
43056,Diabete Aboubacar Siriki,ivorian,713381693.0,713381693.0,Stub,,
43057,Auguste Denise,ivorian,714183793.0,714183793.0,Stub,,
43058,Philippe Yacé,ivorian,714200423.0,714200423.0,Stub,,
43059,Jean-Baptiste Mockey,ivorian,714822110.0,714822110.0,Stub,,
43060,Séry Bailly,ivorian,725560428.0,725560428.0,Start,,
43061,Laurent Akoun,ivorian,729142061.0,729142061.0,Stub,,
43062,Daniel Aka Ahizi,ivorian,733596387.0,733596387.0,Stub,,
43063,Bamba Mamadou,ivorian,735408389.0,735408389.0,Stub,,
43064,Simeon Aké,ivorian,743428650.0,743428650.0,Stub,,
43065,Martial Joseph Ahipeaud,ivorian,744522699.0,744522699.0,Stub,,
43066,Innocent Anaky,ivorian,744920472.0,744920472.0,C,,
43067,First Lady of Ivory Coast,ivorian,749766207.0,749766207.0,Stub,,
43068,Queen Pokou,ivorian,750972336.0,750972336.0,Start,,
43069,Émile Boga Doudou,ivorian,755479236.0,755479236.0,C,,
43070,Adrien Jules Jean Bonhoure,ivorian,756060260.0,756060260.0,Stub,,
43071,Seydou Diarra,ivorian,760303900.0,760303900.0,Start,,
43072,Gilbert Aké,ivorian,760304267.0,760304267.0,Stub,,
43073,Jeannot Ahoussou-Kouadio,ivorian,760393381.0,760393381.0,Start,,
43074,Henri Konan Bédié,ivorian,764345360.0,764345360.0,C,,
43075,Affoussiata Bamba-Lamine,ivorian,766524815.0,766524815.0,Start,,
43076,Lambert Amon Tanoh,ivorian,767265950.0,767265950.0,Stub,,
43077,Jean-Louis Billon,ivorian,768302622.0,768302622.0,Start,,
43078,Robert Beugré Mambé,ivorian,769591168.0,769591168.0,Stub,,
43079,Abdourahmane Cissé,ivorian,770710515.0,770710515.0,Start,,
43080,Vice-President of Ivory Coast,ivorian,774756970.0,774756970.0,Start,,
43081,Jean Konan Banny,ivorian,776348888.0,776348888.0,Start,,
43082,Jacqueline Oble,ivorian,779741800.0,779741800.0,C,,
43083,Ernest Boka,ivorian,784395089.0,784395089.0,Stub,,
43084,François Amichia,ivorian,787310676.0,787310676.0,Stub,,
43085,Aboubakar Diaby Ouattara,ivorian,787437447.0,787437447.0,Stub,,
43086,Youssouf Bakayoko,ivorian,788065543.0,788065543.0,Stub,,
43087,Chantal Compaoré,ivorian,788330706.0,788330706.0,C,,
43088,Désiré Tagro,ivorian,788421683.0,788421683.0,Start,,
43089,Mamadou Koulibaly,ivorian,788462808.0,788462808.0,C,,
43090,Pascal Affi N'Guessan,ivorian,788498433.0,788498433.0,B,,
43091,Étienne Djaument,ivorian,788825623.0,788825623.0,Stub,,
43092,Victor Biaka Boda,ivorian,788825785.0,788825785.0,Stub,,
43093,Loubo Augustin Djessou,ivorian,788827789.0,788827789.0,Stub,,
43094,Aké Loba,ivorian,789476691.0,789476691.0,Stub,,
43095,Aya Virginie Toure,ivorian,790279945.0,790279945.0,C,,
43096,Bernard Zadi Zaourou,ivorian,791177695.0,791177695.0,Stub,,
43097,Charles Konan Banny,ivorian,793682835.0,793682835.0,Start,,
43098,Christine Adjobi,ivorian,794194775.0,794194775.0,Stub,,
43099,Charles Blé Goudé,ivorian,797168824.0,797168824.0,C,,
43100,Sékou Sanogo,ivorian,797736207.0,797736207.0,Stub,,
43101,Paul Antoine Bohoun Bouabré,ivorian,797737768.0,797737768.0,Start,,
43102,Léon Konan Koffi,ivorian,799061508.0,799061508.0,Stub,,
43103,Paul Yao N'Dré,ivorian,799484902.0,799484902.0,C,,
43104,Daniel Kablan Duncan,ivorian,799873303.0,799873303.0,Start,,
43105,Augustin Thiam,ivorian,800116906.0,800116906.0,Start,,
43106,Simone Gbagbo,ivorian,800169882.0,800169882.0,C,,
43107,Henriette Diabaté,ivorian,800750399.0,800750399.0,Start,,
43108,Félix Houphouët-Boigny,ivorian,801282263.0,801282263.0,B,,
43109,List of heads of government of Ivory Coast,ivorian,802048749.0,802048749.0,Start,,
43110,Michel Amani N'Guessan,ivorian,802374350.0,802374350.0,Stub,,
43111,Jeanne Gervais,ivorian,802893546.0,802893546.0,Stub,,
43112,Gladys Anoma,ivorian,802893568.0,802893568.0,Stub,,
43113,Robert Guéï,ivorian,803820918.0,803820918.0,Start,,
43114,List of heads of state of Ivory Coast,ivorian,803821448.0,803821448.0,C,,
43115,Francis Wodié,ivorian,803941004.0,803941004.0,C,,
43116,List of vice-presidents of Ivory Coast,ivorian,804108433.0,804108433.0,Stub,,
43117,Amadou Gon Coulibaly,ivorian,805044583.0,805044583.0,Start,,
43118,Alassane Ouattara,ivorian,806218350.0,806218350.0,C,,
43119,Hortense Aka-Anghui,ivorian,806287770.0,806287770.0,Start,,
43120,Dagobert Banzio,ivorian,806421729.0,806421729.0,Start,,
43121,Guillaume Soro,ivorian,806973935.0,806973935.0,C,,
43122,Laurent Gbagbo,ivorian,807159456.0,807159456.0,C,,
43123,Patrick Achi,ivorian,807296683.0,807296683.0,Stub,,
43124,Claude Lise,martinique,703216645.0,703216645.0,Stub,,
43125,President of the General Council of Martinique,martinique,705428274.0,705428274.0,Stub,,
43126,Jean Maran,martinique,713974388.0,713974388.0,Stub,,
43127,Serge Larcher,martinique,715489433.0,715489433.0,Stub,,
43128,Leona Gabriel,martinique,717349591.0,717349591.0,Stub,,
43129,Henri Agarande,martinique,720040766.0,720040766.0,Stub,,
43130,Philippe Edmond-Mariette,martinique,720051482.0,720051482.0,Stub,,
43131,Guy Lordinot,martinique,720051522.0,720051522.0,Stub,,
43132,Anicet Turinay,martinique,720051537.0,720051537.0,Stub,,
43133,Michel Renard,martinique,720059715.0,720059715.0,Stub,,
43134,Jean Silvandre,martinique,720059792.0,720059792.0,Stub,,
43135,Marie-Joseph Pernock,martinique,720116944.0,720116944.0,Stub,,
43136,Camille Darsières,martinique,720127025.0,720127025.0,Stub,,
43137,Homère Clément,martinique,720127121.0,720127121.0,Stub,,
43138,Emmanuel Véry-Hermence,martinique,728154475.0,728154475.0,Stub,,
43139,List of Presidents of the Regional Council of Martinique,martinique,732059763.0,732059763.0,Stub,,
43140,André Lesueur,martinique,732488768.0,732488768.0,Stub,,
43141,Louis Henri de Gueydon,martinique,741659376.0,741659376.0,Start,,
43142,Cyrille Bissette,martinique,745174732.0,745174732.0,B,,
43143,Georges Marie Anne,martinique,746619744.0,746619744.0,Stub,,
43144,Victor Mazuline,martinique,748274199.0,748274199.0,Stub,,
43145,Maurice Antiste,martinique,767223939.0,767223939.0,Stub,,
43146,Victor Sévère,martinique,773080765.0,773080765.0,Stub,,
43147,Étienne Mentor,martinique,787128336.0,787128336.0,Start,,
43148,Henry Lémery,martinique,788271645.0,788271645.0,GA,,
43149,Alfred Almont,martinique,788793894.0,788793894.0,Stub,,
43150,Louis-Joseph Manscour,martinique,788807319.0,788807319.0,Stub,,
43151,Thélus Léro,martinique,788825794.0,788825794.0,Stub,,
43152,Raphaël Etifier,martinique,788825979.0,788825979.0,Stub,,
43153,Paul Symphor,martinique,788827072.0,788827072.0,Stub,,
43154,Alfred Marie-Jeanne,martinique,789854706.0,789854706.0,Stub,,
43155,Emile Capgras,martinique,801319110.0,801319110.0,Stub,,
43156,Alexandre de Beauharnais,martinique,802657786.0,802657786.0,Start,,
43157,Henry Jean-Baptiste,martinique,806431975.0,806431975.0,Stub,,
43206,Simon Jenko,carniolan,703436823.0,703436823.0,Start,,
43207,Ivan Hribar,carniolan,713766077.0,713766077.0,C,,
43208,Gregor Žerjav,carniolan,716507073.0,716507073.0,Start,,
43209,Karel Dežman,carniolan,716574519.0,716574519.0,C,,
43210,Josip Vilfan,carniolan,717350390.0,717350390.0,B,,
43211,Luka Svetec,carniolan,717669055.0,717669055.0,Start,,
43212,Janez Evangelist Krek,carniolan,726434981.0,726434981.0,Start,,
43213,Etbin Henrik Costa,carniolan,729435354.0,729435354.0,Start,,
43214,Mihael Preiss,carniolan,738955897.0,738955897.0,Stub,,
43215,Karel Lavrič,carniolan,741794691.0,741794691.0,C,,
43216,Lovro Toman,carniolan,744636212.0,744636212.0,Start,,
43217,Bogumil Vošnjak,carniolan,747945423.0,747945423.0,Start,,
43218,Fran Levstik,carniolan,755713654.0,755713654.0,Start,,
43219,Ivan Tavčar,carniolan,769425247.0,769425247.0,C,,
43220,Josip Jurčič,carniolan,777587526.0,777587526.0,Start,,
43221,Josip Vošnjak,carniolan,777588436.0,777588436.0,Start,,
43222,Janez Bleiweis,carniolan,780281974.0,780281974.0,Start,,
43223,Andrej Einspieler,carniolan,789072979.0,789072979.0,Start,,
43224,Ivan Lorković,carniolan,789263095.0,789263095.0,Start,,
43225,Janko Kersnik,carniolan,789273199.0,789273199.0,Start,,
43226,Ivan Šusteršič,carniolan,789681987.0,789681987.0,Start,,
43227,Philipp von Cobenzl,carniolan,790213148.0,790213148.0,Start,,
43360,Petrus Compton,saint lucian,703819839.0,703819839.0,Stub,,
43361,Harold Dalson,saint lucian,709912281.0,709912281.0,Stub,,
43362,Keith Mondesir,saint lucian,709912316.0,709912316.0,B,,
43363,Rufus Bousquet,saint lucian,709914459.0,709914459.0,Start,,
43364,Len Ishmael,saint lucian,716376965.0,716376965.0,Stub,,
43365,Dominic Fedee,saint lucian,725910626.0,725910626.0,Stub,,
43366,Philip Pierre,saint lucian,726374537.0,726374537.0,Stub,,
43367,Hunter J. Francois,saint lucian,730756593.0,730756593.0,Stub,,
43368,Vincent Floissac,saint lucian,736890123.0,736890123.0,Start,,
43369,George Odlum,saint lucian,736890129.0,736890129.0,GA,,
43370,Ezechiel Joseph,saint lucian,757044849.0,757044849.0,Stub,,
43371,Menissa Rambally,saint lucian,757615710.0,757615710.0,Start,,
43372,Damian Greaves,saint lucian,760443772.0,760443772.0,Stub,,
43373,Richard Frederick,saint lucian,770812205.0,770812205.0,Start,,
43374,Oliver Plunkett (judge),saint lucian,770813700.0,770813700.0,Stub,,
43375,Gale Rigobert,saint lucian,770814043.0,770814043.0,Stub,,
43376,Heraldine Rock,saint lucian,773251387.0,773251387.0,Start,,
43377,Peter Josie,saint lucian,775241473.0,775241473.0,Start,,
43378,Jeannine Compton-Antoine,saint lucian,776374386.0,776374386.0,Stub,,
43379,Lenard Montoute,saint lucian,780250934.0,780250934.0,Start,,
43380,Louis George (politician),saint lucian,782356881.0,782356881.0,Stub,,
43381,Mario Michel,saint lucian,783539672.0,783539672.0,Start,,
43382,Marie Grace Augustin,saint lucian,785101569.0,785101569.0,C,,
43383,Alvina Reynolds,saint lucian,788727127.0,788727127.0,Stub,,
43384,Arsene James,saint lucian,789789654.0,789789654.0,Stub,,
43385,Sarah Flood-Beaubrun,saint lucian,790422420.0,790422420.0,Start,,
43386,List of Prime Ministers of Saint Lucia,saint lucian,797760898.0,797760898.0,Start,,
43387,Allan Louisy,saint lucian,797914672.0,797914672.0,Start,,
43388,Allen Montgomery Lewis,saint lucian,797914793.0,797914793.0,Start,,
43389,Boswell Williams,saint lucian,797970479.0,797970479.0,Stub,,
43390,George Charles,saint lucian,798164824.0,798164824.0,Start,,
43391,George Mallet,saint lucian,798165675.0,798165675.0,C,,
43392,Julian Hunte,saint lucian,798468800.0,798468800.0,Start,,
43393,Morella Joseph,saint lucian,799034545.0,799034545.0,Stub,,
43394,Pearlette Louisy,saint lucian,799842307.0,799842307.0,C,,
43395,Stanislaus A. James,saint lucian,800680583.0,800680583.0,Start,,
43396,Stephenson King,saint lucian,800696547.0,800696547.0,C,,
43397,Edmund Estephane,saint lucian,801070713.0,801070713.0,Stub,,
43398,Vaughan Lewis,saint lucian,801096569.0,801096569.0,Start,,
43399,Winston Cenac,saint lucian,801276622.0,801276622.0,Stub,,
43400,Emma Hippolyte,saint lucian,801563305.0,801563305.0,Stub,,
43401,John Compton,saint lucian,803737879.0,803737879.0,B,,
43402,Kenny Anthony,saint lucian,803917686.0,803917686.0,C,,
43403,Michael Pilgrim,saint lucian,805577053.0,805577053.0,Stub,,
43404,Allen Chastanet,saint lucian,805945778.0,805945778.0,Start,,
43405,Governor-General of Saint Lucia,saint lucian,806408228.0,806408228.0,Start,,
43406,Guy Joseph,saint lucian,807198874.0,807198874.0,Stub,,
43407,Thomas François Burgers,south african republic,704636517.0,704636517.0,C,,
43408,Willem Cornelis Janse van Rensburg,south african republic,716703178.0,716703178.0,Start,,
43409,Harry Struben,south african republic,736854878.0,736854878.0,Start,,
43410,"Kruger House, Pretoria",south african republic,772410051.0,772410051.0,Stub,,
43411,Boekenhoutfontein,south african republic,776299184.0,776299184.0,Start,,
43412,State President of the South African Republic,south african republic,783371989.0,783371989.0,Start,,
43413,Transvaal Civil War,south african republic,787611475.0,787611475.0,C,,
43414,"Heroes' Acre, Pretoria",south african republic,793010122.0,793010122.0,Start,,
43415,"Clarens, Switzerland",south african republic,794593079.0,794593079.0,Start,,
43416,"Statue of Paul Kruger, Church Square",south african republic,800488968.0,800488968.0,Start,,
43417,Krugersdorp,south african republic,801877418.0,801877418.0,C,,
43418,Ben Viljoen,south african republic,804250196.0,804250196.0,C,,
43419,Krugerrand,south african republic,804713000.0,804713000.0,C,,
43420,Kruger National Park,south african republic,805927999.0,805927999.0,GA,,
43421,Piet Joubert,south african republic,807269619.0,807269619.0,C,,
43422,Céleo Arias,hondura,704789339.0,704789339.0,Stub,,
43423,Juan Francisco de Molina,hondura,705346284.0,705346284.0,Stub,,
43424,Felipe Neri Medina,hondura,705346304.0,705346304.0,Stub,,
43425,Mariano Garrigó,hondura,705346378.0,705346378.0,Stub,,
43426,José María Bustillo (Honduran),hondura,705346396.0,705346396.0,Stub,,
43427,Francisco Gómez (acting president),hondura,705346462.0,705346462.0,Stub,,
43428,Salvador Aguirre (Honduras),hondura,705346724.0,705346724.0,Stub,,
43429,Francisco Bográn,hondura,705346741.0,705346741.0,Stub,,
43430,Juan Ramón Salgado,hondura,707824636.0,707824636.0,Stub,,
43431,Juan José Alvarado,hondura,710598059.0,710598059.0,Stub,,
43432,Juan Ángel Almendares Bonilla,hondura,711170881.0,711170881.0,Stub,,
43433,Oscar Kilgore,hondura,715365023.0,715365023.0,Stub,,
43434,Roberto Flores Bermúdez,hondura,716882219.0,716882219.0,Stub,,
43435,María Josefa Lastiri,hondura,717808509.0,717808509.0,Start,,
43436,Eduardo Bueso,hondura,718132526.0,718132526.0,Stub,,
43437,Elvin Santos,hondura,719637124.0,719637124.0,Start,,
43438,Marlon Pascua,hondura,722006681.0,722006681.0,Stub,,
43439,Domingo Vásquez,hondura,722195895.0,722195895.0,Stub,,
43440,Enrique Flores Lanza,hondura,722442093.0,722442093.0,Stub,,
43441,Renan Inestroza,hondura,723153856.0,723153856.0,Stub,,
43442,Mauricio Oliva,hondura,723304712.0,723304712.0,Stub,,
43443,Armando Calidonio,hondura,725105423.0,725105423.0,Stub,,
43444,Carlos Urbizo,hondura,725343188.0,725343188.0,Stub,,
43445,Mauricio Villeda,hondura,725459626.0,725459626.0,Stub,,
43446,Miguel Andonie Fernández,hondura,725591760.0,725591760.0,Stub,,
43447,Yolani Batres,hondura,726246603.0,726246603.0,Stub,,
43448,Manuel Antonio Alberto Zelaya,hondura,726766670.0,726766670.0,Stub,,
43449,Abraham Alvarenga Urbina,hondura,742298045.0,742298045.0,Stub,,
43450,Agapito Robleda Castro,hondura,745838578.0,745838578.0,Start,,
43451,César Castellanos (politician),hondura,746117875.0,746117875.0,Stub,,
43452,Adolfo Lionel Sevilla,hondura,748832681.0,748832681.0,Stub,,
43453,Vicente Tosta,hondura,749185736.0,749185736.0,Start,,
43454,Aníbal Delgado Fiallos,hondura,749663646.0,749663646.0,Start,,
43455,Toribio Aguilera,hondura,749695259.0,749695259.0,Stub,,
43456,Nora Gúnera de Melgar,hondura,757092750.0,757092750.0,Stub,,
43457,Elizabeth Azcona Bocock,hondura,757561950.0,757561950.0,Start,,
43458,Sandra Midence,hondura,757617005.0,757617005.0,Stub,,
43459,Juan Alberto Melgar Castro,hondura,764646645.0,764646645.0,Stub,,
43460,Vilma Cecilia Morales,hondura,773563309.0,773563309.0,Stub,,
43461,Carlos Zúñiga Figueroa,hondura,777334919.0,777334919.0,Start,,
43462,José Adolfo Alvarado Lara,hondura,777592070.0,777592070.0,Stub,,
43463,Juan Carlos Zuniga,hondura,777669643.0,777669643.0,Stub,,
43464,Julio Lozano Díaz,hondura,777796210.0,777796210.0,Stub,,
43465,Juan Carlos Valenzuela (politician),hondura,779557210.0,779557210.0,Stub,,
43466,Mario Alexander Barahona Martínez,hondura,783532382.0,783532382.0,Stub,,
43467,Mario Canahuati,hondura,783534612.0,783534612.0,Stub,,
43468,Matías Funes,hondura,784048015.0,784048015.0,Start,,
43469,María Antonieta de Bográn,hondura,786165176.0,786165176.0,Stub,,
43470,Orle Solís,hondura,789599196.0,789599196.0,Stub,,
43471,Sergio Arturo Castellanos,hondura,789599235.0,789599235.0,Stub,,
43472,Hipólita Rodríguez,hondura,789599241.0,789599241.0,Stub,,
43473,German Leitzelar,hondura,789599248.0,789599248.0,Stub,,
43474,Marco Antonio Andino,hondura,789599260.0,789599260.0,Stub,,
43475,Lisandro Mauricio Arias,hondura,789599265.0,789599265.0,Stub,,
43476,José Azcona Bocock,hondura,789599272.0,789599272.0,Stub,,
43477,Yadira Bendaña,hondura,789599288.0,789599288.0,Stub,,
43478,José Rosario Bonano,hondura,789599294.0,789599294.0,Stub,,
43479,Romualdo Bueso Melghem,hondura,789599300.0,789599300.0,Stub,,
43480,Teófilo Enamorado,hondura,789599316.0,789599316.0,Stub,,
43481,Gabo Alfredo Jalil,hondura,789599319.0,789599319.0,Stub,,
43482,Eleazar Alexander Juárez,hondura,789599323.0,789599323.0,Stub,,
43483,Carlos Alfredo Lara Watson,hondura,789599331.0,789599331.0,Stub,,
43484,Wenceslao Lara Orellana,hondura,789599336.0,789599336.0,Stub,,
43485,Maria Aracely Leiva,hondura,789599343.0,789599343.0,Stub,,
43486,Fredy Renán Nájera,hondura,789599348.0,789599348.0,Stub,,
43487,Waldina Paz,hondura,789599355.0,789599355.0,Stub,,
43488,Jesús Dagoberto Perdomo,hondura,789599360.0,789599360.0,Stub,,
43489,Modesto Rodas Alvarado,hondura,789599369.0,789599369.0,Stub,,
43490,Erick Mauricio Rodríguez,hondura,789599374.0,789599374.0,Stub,,
43491,Víctor Rolando Sabillón,hondura,789599381.0,789599381.0,Stub,,
43492,Dennis Antonio Sánchez,hondura,789599388.0,789599388.0,Stub,,
43493,Elman Joel Sandoval,hondura,789599393.0,789599393.0,Stub,,
43494,Mario Edgardo Segura,hondura,789599398.0,789599398.0,Stub,,
43495,Perla Simons,hondura,789599401.0,789599401.0,Stub,,
43496,Felipe Zúniga del Cid,hondura,789599406.0,789599406.0,Stub,,
43497,Juan Francisco Argeñal,hondura,789599415.0,789599415.0,Stub,,
43498,Nasry Asfura,hondura,789599418.0,789599418.0,Stub,,
43499,Yaudet Burbara,hondura,789599427.0,789599427.0,Stub,,
43500,Oscar Orlando Burgos,hondura,789599429.0,789599429.0,Stub,,
43501,Wilfredo Bustillo Castellanos,hondura,789599434.0,789599434.0,Stub,,
43502,Victoria Carrasco,hondura,789599444.0,789599444.0,Stub,,
43503,Gladys Bernarda Casco,hondura,789599449.0,789599449.0,Stub,,
43504,Rigoberto Chang Castillo,hondura,789599455.0,789599455.0,Stub,,
43505,María Teresa Chávez,hondura,789599463.0,789599463.0,Stub,,
43506,Alberto Chedrani,hondura,789599476.0,789599476.0,Stub,,
43507,Celín Discua,hondura,789599485.0,789599485.0,Stub,,
43508,Martha Concepción Figueroa,hondura,789599488.0,789599488.0,Stub,,
43509,Brenda Mercedes Flores,hondura,789599496.0,789599496.0,Stub,,
43510,Julio César Gámez Interiano,hondura,789599506.0,789599506.0,Stub,,
43511,Roberto Gámez Panchamé,hondura,789599509.0,789599509.0,Stub,,
43512,Miguel Ángel Gámez,hondura,789599513.0,789599513.0,Stub,,
43513,Lorena Enriqueta Herrera,hondura,789599522.0,789599522.0,Stub,,
43514,Rodolfo Irias Navas,hondura,789599528.0,789599528.0,Stub,,
43515,Abraham Kafati Díaz,hondura,789599532.0,789599532.0,Stub,,
43516,Juan Fernando Lobo,hondura,789599542.0,789599542.0,Stub,,
43517,Miguel Edgardo Martínez,hondura,789599547.0,789599547.0,Stub,,
43518,Eliseo Noel Mejía,hondura,789599561.0,789599561.0,Stub,,
43519,Oscar Ramón Nájera,hondura,789599562.0,789599562.0,Stub,,
43520,Claudio Roberto Perdomo,hondura,789599568.0,789599568.0,Stub,,
43521,Mario Alonso Pérez López,hondura,789599570.0,789599570.0,Stub,,
43522,Milton Jesús Puerto,hondura,789599575.0,789599575.0,Stub,,
43523,Oswaldo Ramos Soto,hondura,789599581.0,789599581.0,Stub,,
43524,Donaldo Ernesto Reyes,hondura,789599586.0,789599586.0,Stub,,
43525,Antonio Rivera Callejas,hondura,789599589.0,789599589.0,Stub,,
43526,José Juan Rivera Ramos,hondura,789599594.0,789599594.0,Stub,,
43527,Salvador Valeriano Pineda,hondura,789599607.0,789599607.0,Stub,,
43528,Welsy Vásquez,hondura,789599609.0,789599609.0,Stub,,
43529,José Rodolfo Zelaya,hondura,789599615.0,789599615.0,Stub,,
43530,Yessenia Coely Zelaya,hondura,789599618.0,789599618.0,Stub,,
43531,Adela Elizabeth Zúñiga,hondura,789599620.0,789599620.0,Stub,,
43532,Ramón Villeda Bermúdez,hondura,789600726.0,789600726.0,Stub,,
43533,Jorge Aguilar Paredes,hondura,789600760.0,789600760.0,Stub,,
43534,Andrés Pavón,hondura,789600953.0,789600953.0,Stub,,
43535,Marvin Ponce,hondura,789600975.0,789600975.0,Stub,,
43536,Jorge Elvir,hondura,789601015.0,789601015.0,Stub,,
43537,Rodolfo Padilla Sunseri,hondura,789601536.0,789601536.0,Stub,,
43538,Mireya Agüero,hondura,790412309.0,790412309.0,Stub,,
43539,María Dolores Agüero,hondura,790412332.0,790412332.0,Start,,
43540,Rosa Elena Bonilla,hondura,791906998.0,791906998.0,Stub,,
43541,Xiomara Castro,hondura,791907048.0,791907048.0,C,,
43542,Eduardo Gauggel Medina,hondura,792070727.0,792070727.0,Stub,,
43543,Carlos Escaleras,hondura,793178396.0,793178396.0,Start,,
43544,Carlos Gabriel Kattán,hondura,793179072.0,793179072.0,Stub,,
43545,Carlos Ramón Aguilar Guifarro,hondura,793183704.0,793183704.0,Stub,,
43546,José Alfredo Saavedra,hondura,794482135.0,794482135.0,Stub,,
43547,César Ham,hondura,795765167.0,795765167.0,Stub,,
43548,Mario Fernando Hernández,hondura,796180350.0,796180350.0,Start,,
43549,Eduardo Gauggel Rivas,hondura,796291215.0,796291215.0,Stub,,
43550,Bernard Martínez Valerio,hondura,796597000.0,796597000.0,Start,,
43551,Felicito Ávila,hondura,796635107.0,796635107.0,Stub,,
43552,Patricia Rodas,hondura,796709335.0,796709335.0,Start,,
43553,Carlos Humberto Reyes,hondura,797385790.0,797385790.0,Start,,
43554,Carlos López Contreras,hondura,797499354.0,797499354.0,Stub,,
43555,Sadia Argueta,hondura,797677168.0,797677168.0,Stub,,
43556,Margarita Dabdoub Sikaffi,hondura,797684912.0,797684912.0,Start,,
43557,José Tomás Ponce,hondura,798394355.0,798394355.0,Stub,,
43558,Mary Elizabeth Flores,hondura,798401950.0,798401950.0,Start,,
43559,José Cecilio del Valle,hondura,798460200.0,798460200.0,C,,
43560,David Romero Ellner,hondura,799220342.0,799220342.0,Start,,
43561,Norma Haydee Calderón,hondura,799300330.0,799300330.0,Stub,,
43562,Olman Danery Maldonado,hondura,799341541.0,799341541.0,Stub,,
43563,Silvia Ayala,hondura,800166969.0,800166969.0,Stub,,
43564,Ricardo Álvarez Arias,hondura,800643446.0,800643446.0,Stub,,
43565,Efraín Bu Girón,hondura,801194944.0,801194944.0,Stub,,
43566,Walter Antonio Chávez,hondura,801414837.0,801414837.0,Stub,,
43567,Elvia Josefina Amador,hondura,801499755.0,801499755.0,Stub,,
